Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?,reader id
Blackmail and Bibingka,Mia P. Manansala,Danice Cabanela (Narrator),9780593625712,audio,read,2025/05/08,2025/05/17,2025/05/08-2025/05/17,1.0,,,,,,,,3.25,,,,,No,2
The School for Good and Evil,Soman Chainani,Iacopo Bruno (Illustrator),9780062104908,paperback,read,2022/08/23,2022/11/10,2022/11/10,1.0,,,,,,,,3.0,,,,,No,2
Cultish: The Language of Fanaticism,Amanda Montell,,9780062993151,hardcover,to-read,2022/08/18,,,0.0,,,,,,,,,,,,,No,2
"The Greatest Beer Run Ever: A Memoir of Friendship, Loyalty, and War","J.T. Molloy, John ""Chick"" Donohue",,9780062995469,hardcover,to-read,2022/10/14,,,0.0,,,,,,,,,,,,,No,2
Highfire,Eoin Colfer,,9780062938558,hardcover,to-read,2020/01/26,,,0.0,,,,,,,,,,,,,No,2
Tower of Dawn,Sarah J. Maas,,9781681195773,hardcover,read,2024/02/03,2024/02/16,2024/02/03-2024/02/16,1.0,"adventurous, challenging, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.5,,,,,Yes,2
Thick: And Other Essays,Tressie McMillan Cottom,,9781620974377,digital,to-read,2020/06/07,,,0.0,,,,,,,,,,,,,No,2
Accomplice to the Villain,Hannah Nicole Maehrer,,9781649378545,paperback,read,2025/12/10,2025/12/30,2025/12/10-2025/12/30,1.0,,,,,,,,3.5,,,,,No,2
The Exception to the Rule,Christina Lauren,,B0CL7GMPD4,digital,read,2024/02/27,2024/02/27,2024/02/27-2024/02/27,1.0,"funny, lighthearted",fast,,,,,,3.0,,,,,No,2
Fourth Wing,Rebecca Yarros,,9781649374080,digital,read,2023/05/01,2025/01/13,"2025/01/11-2025/01/13, 2023/07/12",2.0,,,,,,,,4.0,"The world building was... not great or nonexistent. I spent a good chunk of the first half of the book staring at the map in the front. <br><br>The book did hook me in and knowing that it will be a 5 book series I am hoping for more world building beyond the war college. I feel like the world building can get a pass because the first book is so localized. <br><br>The action scenes did make this a quick read, and I fell hard for the dragons. I am still going to read the second one because I cannot stop thinking about that last chapter and connecting it to previous chapters.<br><br>3.5 stars I think. I keep flip flopping.",,,2023,Yes,2
Untying the Knot,Meghan Quinn,,B0BDW83LGQ,digital,to-read,2023/05/04,,,0.0,,,,,,,,,,,,,No,2
You,Caroline Kepnes,,9781501195433,paperback,to-read,2019/12/29,,,0.0,,,,,,,,,,,,,No,2
Under the Whispering Door,TJ Klune,,9781250217349,hardcover,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
Mortal Engines,Philip Reeve,,9780060082093,paperback,to-read,2019/03/23,,,0.0,,,,,,,,,,,,,No,2
Bad Blood,Jennifer Lynn Barnes,,9781484757321,hardcover,read,2024/10/03,2024/10/04,2024/10/02-2024/10/04,1.0,,,,,,,,4.25,,,,,No,2
Alexander Hamilton,Ron Chernow,Scott Brick (Narrator),9781788543644,audio,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Yours Truly,Abby Jimenez,,9781538704394,paperback,to-read,2023/01/03,,,0.0,,,,,,,,,,,,,No,2
Mexican Gothic,Silvia Moreno-Garcia,,9781529402667,digital,to-read,2022/04/26,,,0.0,,,,,,,,,,,,,No,2
The Night Circus,Erin Morgenstern,,9780385534635,hardcover,read,2013/08/07,2013/03/14,2013/03/14,1.0,,,,,,,,4.0,,,,our-book-club,No,2
"I, Medusa",Ayana Gray,,9780593733776,digital,read,2026/01/18,2026/01/23,2026/01/18-2026/01/23,1.0,,,,,,,,2.25,,,,,No,2
The Glass Hotel,Emily St. John Mandel,,9780525521143,hardcover,to-read,2020/06/14,,,0.0,,,,,,,,,,,,,No,2
This Could Be Us,Kennedy Ryan,,9781538706848,digital,read,2025/01/04,2025/03/25,2025/03/22-2025/03/25,1.0,,,,,,,,5.0,,,,,No,2
Sabriel,Garth Nix,Tim Curry,9780739329771,audio,to-read,2025/01/14,,,0.0,,,,,,,,,,,,,No,2
The Woman in Black,Susan Hill,John Lawrence,9781567921892,paperback,read,2012/01/22,2012/01/23,2012/01/23,1.0,,,,,,,,3.0,,,,e-books,No,2
Her Radiant Curse,Elizabeth Lim,,9780593710029,paperback,to-read,2024/01/09,,,0.0,,,,,,,,,,,,,No,2
The Kiss Curse,Erin Sterling,,9780063027510,paperback,to-read,2022/10/06,,,0.0,,,,,,,,,,,,,No,2
Sons of Cain: A History of Serial Killers from the Stone Age to the Present,Peter Vronsky,,9780425276976,paperback,to-read,2022/01/17,,,0.0,,,,,,,,,,,,,No,2
He's Not My Type,Meghan Quinn,,9781959442141,digital,read,2024/01/10,2025/01/03,2025/01/02-2025/01/03,1.0,,,,,,,,4.0,,,,,No,2
The Lamb,Lucy Rose,Emma Rydal (Narrator),9780063374638,audio,read,2025/04/16,2025/04/23,2025/04/16-2025/04/23,1.0,,,,,,,,3.5,,,,,No,2
The Fae Princes,Nikki St. Crowe,,,digital,read,2023/04/16,2023/04/18,2023/04/18,1.0,,,,,,,,3.0,,,,,No,2
Love in the Time of Serial Killers,Alicia Thompson,,9780593438657,paperback,read,2023/02/12,2023/02/13,2023/02/13,1.0,,,,,,,,3.0,,,,,No,2
Spark of the Everflame,Penn Cole,,B0BZBQYFC2,digital,to-read,2023/11/29,,,0.0,,,,,,,,,,,,,No,2
Murder on the Orient Express,Agatha Christie,,9780007119318,paperback,to-read,2023/04/22,,,0.0,,,,,,,,,,,,,No,2
The Cuckoo's Calling,Robert Galbraith,,9780316206846,hardcover,read,2013/08/07,2015/01/04,2015/01/04,1.0,,,,,,,,4.0,,,,2014,No,2
City of Bones,Cassandra Clare,,9781416914280,hardcover,to-read,2019/01/05,,,0.0,,,,,,,,,,,,,No,2
Normal People,Sally Rooney,,9781984822178,hardcover,read,2020/05/03,,,1.0,,,,,,,,,,,,,No,2
Nimona,ND Stevenson,Alice Delarbre (Translator),9782205205695,paperback,to-read,2023/09/29,,,0.0,,,,,,,,,,,,,No,2
Kiss and Don't Tell,Meghan Quinn,,B09DLCLRK4,digital,read,2023/03/27,2023/03/28,2023/03/28,1.0,,,,,,,,4.0,,,,,No,2
Ungifted,Gordon Korman,,9780061742668,hardcover,read,2015/10/20,2015/10/19,2015/10/19,1.0,,,,,,,,,,,,,No,2
The Grandest Game,Jennifer Lynn Barnes,,9780316481212,digital,read,2025/08/24,2025/09/02,2025/08/24-2025/09/02,1.0,,,,,,,,4.0,,,,,No,2
Yellowface,R.F. Kuang,,9780063330306,hardcover,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
Dungeon Crawler Carl,Matt Dinniman,Jeff Hays (Narrator),9798882327780,audio,read,2025/05/17,2026/02/17,"2026/02/14-2026/02/17, 2025/05/17-2025/06/02",2.0,,,,,,,,5.0,,,,,No,2
A Fate Inked In Blood,Danielle L. Jensen,,9780593599839,hardcover,read,2024/05/27,2024/05/30,2024/05/27-2024/05/30,1.0,"adventurous, emotional, funny, tense",medium,A mix,Yes,,No,Yes,4.5,,,,,Yes,2
Ace of Spades,Faridah Àbíké-Íyímídé,,9781474967532,paperback,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
The Secret Thoughts of Successful Women: Why Capable People Suffer from the Impostor Syndrome and How to Thrive in Spite of It,Valerie Young,,9780307452719,hardcover,to-read,2023/04/19,,,0.0,,,,,,,,,,,,,No,2
The Cave Dwellers,Christina McDowell,,9781982132781,hardcover,to-read,2025/11/22,,,0.0,,,,,,,,,,,,,No,2
Heated Rivalry,Rachel Reid,,9781335534637,paperback,read,2025/05/30,2025/05/31,2025/05/29-2025/05/31,1.0,,,,,,,,5.0,,,,,No,2
Lord of the Flies,William Golding,,9780140283334,paperback,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
Carrie Soto Is Back,Taylor Jenkins Reid,,9780593158685,hardcover,to-read,2023/05/01,,,0.0,,,,,,,,,,,,,No,2
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,,9780744583274,paperback,to-read,2020/11/13,,,0.0,,,,,,,,,,,,,No,2
"Drop, Cover, and Hold On",Jasmine Guillory,,B0CL7KPNQR,digital,read,2024/03/01,2024/02/29,2024/02/29-2024/02/29,1.0,funny,fast,,,,,,2.0,,,,,No,2
The Help,Kathryn Stockett,,9780399155345,hardcover,read,2011/07/31,2011/08/14,2011/08/14,1.0,,,,,,,,5.0,,,,summer-of-2011,Yes,2
Check & Mate,Ali Hazelwood,,9780593619926,digital,read,2024/01/08,2024/07/10,2024/07/07-2024/07/10,1.0,"challenging, emotional, funny, hopeful, lighthearted",medium,,,,,,4.0,,,,,No,2
Nettle & Bone Sneak Peek,T. Kingfisher,,9781250874573,digital,to-read,2023/04/23,,,0.0,,,,,,,,,,,,,No,2
Harlem Shuffle,Colson Whitehead,,9780385545136,hardcover,to-read,2023/02/23,,,0.0,,,,,,,,,,,,alex-ideas,No,2
Next of Kin,Hannah Bonam-Young,Penelope Ann Rose (Narrator),9798350800517,audio,to-read,2023/06/19,,,0.0,,,,,,,,,,,,,No,2
The Duke and I,Julia Quinn,,9780062424037,digital,read,2024/03/02,2024/04/07,2024/03/02-2024/04/07,1.0,"emotional, funny, lighthearted",medium,Character,,,,,3.0,,,,,Yes,2
Jane Eyre,Charlotte Brontë,,9780142437209,paperback,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
Scythe,Neal Shusterman,,1406379247,paperback,to-read,2024/01/09,,,0.0,,,,,,,,,,,,,No,2
The Mistake,Elle Kennedy,,9780349440866,digital,read,2025/09/10,2025/09/12,2025/09/10-2025/09/12,1.0,,,,,,,,3.75,,,,,No,2
Harry Potter and the Chamber of Secrets,J.K. Rowling,,0439988195,paperback,read,2011/07/31,2015/01/17,2015/01/17,1.0,,,,,,,,4.0,,,,"2015, summer-of-2011",Yes,2
Tangleroot,Kalela Williams,,9781250880666,hardcover,read,2025/05/21,2025/05/27,2025/05/20-2025/05/27,1.0,,,,,,,,4.0,,,,,No,2
Her Fearful Symmetry,Audrey Niffenegger,,9780224085618,hardcover,read,2011/08/08,2011/08/17,2011/08/17,1.0,,,,,,,,4.0,"This book did keep my interest, but I think that is because I expected something bigger to happen at the end. Although the book did get more interesting at the end. The twins were great characters to create, but the plot just didn't hold up.  I was disappointed after hearing amazing things about Audrey Niffenegger. I have not read Time Traveler's Wife yet, but I plan on doing so. I am just left with the urge to read a new more interesting book.",,,summer-of-2011,No,2
Better Than the Movies,Lynn Painter,,,paperback,read,2023/08/01,2023/08/02,2023/08/02,1.0,,,,,,,,4.0,,,,,No,2
This Is How You Lose the Time War,"Max Gladstone, Amal El-Mohtar",,,digital,read,2022/06/22,2023/06/20,2023/06/20,1.0,,,,,,,,3.0,,,,,No,2
Worst Wingman Ever,Abby Jimenez,,9781662519635,digital,read,2024/02/27,2024/02/27,2024/02/27-2024/02/27,1.0,"emotional, funny, sad",fast,,,,,,3.75,,,,,No,2
The Perfect Marriage,Jeneva Rose,,9781913419653,paperback,to-read,2023/08/12,,,0.0,,,,,,,,,,,,,No,2
Bookshops & Bonedust,Travis Baldree,,9781250886101,paperback,read,2024/06/04,2024/06/16,2024/06/04-2024/06/16,1.0,"adventurous, funny, hopeful, mysterious",medium,,,,,,4.0,,,,,No,2
Bossypants,Tina Fey,,9780751547832,paperback,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Words of Radiance,Brandon Sanderson,"Michael Kramer (Narrator), Kate Reading (Narrator)",B00HWF0MHW,audio,read,2024/05/24,2024/08/05,2024/05/23-2024/08/05,1.0,"adventurous, dark",slow,,,,,,3.5,,,,,Yes,2
Pucking Ever After: Volume 1,Emily Rath,,B0C2JYSCLX,digital,read,2023/04/27,2023/04/28,2023/04/28,1.0,,,,,,,,5.0,,,,,No,2
The Lost Flowers of Alice Hart,Holly Ringland,,9781460754337,paperback,to-read,2023/08/12,,,0.0,,,,,,,,,,,,,No,2
Heir of Fire,Sarah J. Maas,,9781619630659,hardcover,read,2023/09/08,2023/09/17,2023/09/17,1.0,,,,,,,,5.0,,,,,No,2
The Adventures of Amina al-Sirafi,Shannon Chakraborty,"Lameece Issaq (Narrator), Amin El Gamal (Narrator)",9780062963536,audio,to-read,2023/04/24,,,0.0,,,,,,,,,,,,,No,2
That Time I Got Drunk and Saved a Demon,Kimberly Lemming,,9781529431230,paperback,to-read,2026/01/25,,,0.0,,,,,,,,,,,,,No,2
Good Dirt,Charmaine Wilkerson,,9780593358368,hardcover,read,2025/02/12,2025/06/12,2025/06/10-2025/06/12,1.0,,,,,,,,4.5,,,,,No,2
A Court of Mist and Fury,Sarah J. Maas,,9781635575576,hardcover,read,2023/02/28,2023/03/05,2023/03/05,1.0,,,,,,,,5.0,,,,,No,2
Beneath a Scarlet Sky,Mark T. Sullivan,,9781503943377,paperback,read,2022/09/06,,,1.0,,,,,,,,,,,,,No,2
Foul Lady Fortune,Chloe Gong,,9781665905602,digital,to-read,2023/02/28,,,0.0,,,,,,,,,,,,,No,2
The Foxglove King,Hannah Whitten,,9780356518916,paperback,to-read,2022/08/23,,,0.0,,,,,,,,,,,,,No,2
Ready Player One,Ernest Cline,,9780307887436,hardcover,read,2015/08/31,2016/02/08,2016/02/08,1.0,,,,,,,,5.0,,,,2015,No,2
Captured by the Fae,Vera Rivers,,B0B1Z72GZ8,digital,to-read,2023/07/13,,,0.0,,,,,,,,,,,,,No,2
House of Frank,Kay Synclaire,,9781959411666,paperback,to-read,2025/02/04,,,0.0,,,,,,,,,,,,,No,2
If the Shoe Fits,Julie Murphy,,9781368050388,hardcover,to-read,2022/08/25,,,0.0,,,,,,,,,,,,,No,2
One Day,David Nicholls,,9780340896969,hardcover,read,2011/08/13,,,1.0,,,,,,,,,,,,,No,2
My Friend Dahmer,Derf Backderf,,9781419702174,paperback,to-read,2019/02/09,,,0.0,,,,,,,,,,,,,No,2
A Game of Noctis,Deva Fagan,,9781665930192,hardcover,to-read,2023/06/14,,,0.0,,,,,,,,,,,,,No,2
A Head Full of Ghosts,Paul Tremblay,,9780062363237,hardcover,to-read,2022/09/19,,,0.0,,,,,,,,,,,,,No,2
Their Vicious Darling,Nikki St. Crowe,,B0BCD4ZYT8,paperback,read,2023/01/03,2023/01/03,2023/01/03,1.0,,,,,,,,3.0,,,,,No,2
"Sex, Lies and Sensibility",Nikki Payne,,9780593440964,paperback,read,2025/06/10,2025/06/25,2025/06/12-2025/06/25,1.0,,,,,,,,4.0,,,,,No,2
"Girl, Woman, Other",Bernardine Evaristo,,9780241364901,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
The Selection,Kiera Cass,,9780062059932,hardcover,read,2022/02/23,2022/02/22,2022/02/22,1.0,,,,,,,,5.0,,,,,No,2
"The Sullivanians: Sex, Psychotherapy, and the Wild Life of an American Commune",Alexander Stille,,9780374600396,hardcover,to-read,2023/12/30,,,0.0,,,,,,,,,,,,,No,2
Strictly Business,Carrie Elks,,,paperback,to-read,2023/03/01,,,0.0,,,,,,,,,,,,,No,2
Mandrake Manor,J.P. Rindfleisch IX,,195892413X,digital,to-read,2024/01/23,,,0.0,,,,,,,,,,,,,No,2
Crime and Punishment,Fyodor Dostoevsky,,B002RI936U,digital,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
Anxious People,Fredrik Backman,Neil Smith (Translator),9781982121600,paperback,to-read,2022/08/19,,,0.0,,,,,,,,,,,,,No,2
There Will Be Fire,Rory Carroll,,9780593419496,hardcover,to-read,2023/05/19,,,0.0,,,,,,,,,,,,alex-ideas,No,2
Shorefall,Robert Jackson Bennett,,9781524760380,hardcover,paused,2024/07/09,,,0.0,,,,,,,,,,,,,No,2
Something Borrowed,Emily Giffin,,9780312321185,hardcover,read,2012/04/03,2012/04/08,2012/04/08,1.0,,,,,,,,5.0,,,,,No,2
Watchmen,Alan Moore,"John Higgins (Illustrator), Dave Gibbons (Illustrator)",9780930289232,paperback,read,2019/12/29,,,1.0,,,,,,,,,,,,,No,2
Rich People Problems,Kevin Kwan,,9780385542241,digital,read,2019/04/22,2020/01/01,2020/01/01,1.0,,,,,,,,3.0,,,,"e-books, 2020-popsugar-challenge",No,2
With Any Luck,Ashley Poston,,9781662519802,digital,read,2024/02/29,2024/02/28,2024/02/27-2024/02/28,1.0,"hopeful, lighthearted",fast,,,,,,3.25,,,,,No,2
Assassination Vacation,Sarah Vowell,,9780743260046,paperback,to-read,2026/03/11,,,0.0,,,,,,,,,,,,,No,2
Carl's Doomsday Scenario ,Matt Dinniman,Jeff Hays (Narrator),B09345T1HY,audio,currently-reading,2025/06/02,2025/06/20,2025/06/02-2025/06/20,1.0,,,,,,,,5.0,,,,,Yes,2
A Gentleman in Moscow,Amor Towles,,9781524708696,paperback,to-read,2020/01/16,,,0.0,,,,,,,,,,,,,No,2
The Bromance Book Club,Lyssa Kay Adams,,9781984806109,digital,read,2023/04/28,2023/04/28,2023/04/28,1.0,,,,,,,,5.0,,,,,No,2
The Bookish Life of Nina Hill,Abbi Waxman,,9780451491879,paperback,to-read,2022/12/27,,,0.0,,,,,,,,,,,,,No,2
The Vanishing Half,Brit Bennett,,9780525536963,paperback,to-read,2020/08/21,,,0.0,,,,,,,,,,,,,No,2
The Emperor and the Endless Palace,Justinian Huang,,9780778305231,hardcover,to-read,2024/01/18,,,0.0,,,,,,,,,,,,,No,2
Child 44,Tom Rob Smith,,9780446402392,paperback,to-read,2012/01/28,,,0.0,,,,,,,,,,,,,No,2
Tress of the Emerald Sea,Brandon Sanderson,Howard Lyon (Illustrator),9781250899651,hardcover,read,2025/03/19,2025/03/21,2025/03/18-2025/03/21,1.0,,,,,,,,5.0,,,,,No,2
Spell Bound,F.T. Lukens,,9781665916226,hardcover,to-read,2023/04/23,,,0.0,,,,,,,,,,,,,No,2
Origins,"Julie Plec, L.J. Smith, Kevin Williamson",,9780062003935,paperback,to-read,2022/09/15,,,0.0,,,,,,,,,,,,,No,2
Jessica Beam is a Hot Mess,Kirsty Greenwood,,9781910014110,digital,read,2022/05/06,2022/08/08,2022/08/08,1.0,,,,,,,,5.0,,,,,No,2
Sophie's World,Jostein Gaarder,Paulette Møller (Translator),9781857993288,paperback,read,2019/02/04,,,1.0,,,,,,,,,,,,,No,2
Eragon,Christopher Paolini,,9780375826696,paperback,to-read,2015/02/12,,,0.0,,,,,,,,,,,,,No,2
Moxie,Jennifer Mathieu,Suzy Jackson (Narrator),9781501968211,audio,to-read,2021/04/05,,,0.0,,,,,,,,,,,,,No,2
"Right Man, Right Time",Meghan Quinn,,B0BSG1XDTR,digital,read,2023/03/28,2023/05/08,2023/05/08,1.0,,,,,,,,4.0,,,,,No,2
The Inadequate Heir,Danielle L. Jensen,,9780593975244,paperback,read,2025/01/30,2025/02/03,2025/01/29-2025/02/03,1.0,,,,,,,,3.75,,,,,No,2
Daughter of the Drowned Empire,Frankie Diane Mallis,,9781957014012,paperback,to-read,2023/09/07,,,0.0,,,,,,,,,,,,,No,2
Broken Bonds,J. Bree,,,digital,to-read,2023/09/03,,,0.0,,,,,,,,,,,,,No,2
Sword Catcher,Cassandra Clare,,9780593788226,audio,read,2025/12/08,2026/03/17,2025/12/08-2026/03/17,1.0,,,,,,,,4.0,,,,,Yes,2
We Could Be So Good,Cat Sebastian,,9780063272767,paperback,to-read,2023/06/19,,,0.0,,,,,,,,,,,,,No,2
The Silent Patient,Alex Michaelides,,B07G17DR4X,digital,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Good Spirits,B.K. Borison,,9780063474444,paperback,read,2025/12/30,2025/12/31,2025/12/30-2025/12/31,1.0,,,,,,,,4.25,,,,,Yes,2
An Offer From a Gentleman,Julia Quinn,,9780062424082,digital,read,2024/04/23,2024/04/24,2024/04/23-2024/04/24,1.0,"emotional, funny, hopeful",medium,,,,,,4.0,,,,,Yes,2
The Hawthorne Legacy,Jennifer Lynn Barnes,Christie Moreau (Narrator),9780241521540,audio,read,2023/07/20,2023/07/24,2023/07/24,1.0,,,,,,,,4.0,,,,,No,2
Memoirs of a Geisha,Arthur Golden,,9781400096893,paperback,to-read,2020/01/16,,,0.0,,,,,,,,,,,,,No,2
Of Mice and Men,John Steinbeck,,9780142000670,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
A Court of Silver Flames,Sarah J. Maas,,9781681196282,hardcover,read,2023/05/01,2023/05/04,2023/05/04,1.0,,,,,,,,4.0,,,,,No,2
The Notebook,Nicholas Sparks,,9780553816716,paperback,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Mary GrandPré (Illustrator),9780439136365,paperback,read,2015/01/17,2015/02/24,2015/02/24,2.0,,,,,,,,5.0,,,,"kindle-unlimited, 2015, e-books, 2019-popsugar-challenge",No,2
"Red, White & Royal Blue",Casey McQuiston,,9781250316776,paperback,read,2019/08/13,2020/06/12,2020/06/12,2.0,,,,,,,,4.0,,,,"e-books, 2020-popsugar-challenge",No,2
The Rose Code,Kate Quinn,,9780062943477,paperback,to-read,2022/02/23,,,0.0,,,,,,,,,,,,,No,2
Punk 57,Penelope Douglas,,9781952646041,paperback,to-read,2022/09/25,,,0.0,,,,,,,,,,,,,No,2
The Ballad of Songbirds and Snakes,Suzanne Collins,,9781338635171,hardcover,read,2021/01/18,2025/03/30,2025/03/25-2025/03/30,1.0,,,,,,,,4.0,,,,,No,2
Warbreaker,Brandon Sanderson,Alyssa Bresnahan (Narrator),9781501901737,audio,read,2024/01/07,2024/01/31,2024/01/07-2024/01/31,1.0,"adventurous, dark, emotional",medium,A mix,Yes,Yes,,Yes,4.25,,,,,No,2
Runaway Groomsman,Meghan Quinn,,9781542035002,paperback,read,2023/04/02,2023/04/02,2023/04/02,1.0,,,,,,,,4.0,,,,,No,2
Me Before You,Jojo Moyes,,9780718157838,paperback,to-read,2016/02/14,,,0.0,,,,,,,,,,,,,No,2
The Awakening,"Susanne Valenti, Caroline Peckham",,B07SV21LFY,digital,to-read,2023/03/31,,,0.0,,,,,,,,,,,,,No,2
Beach Read,Emily Henry,,9781984806734,paperback,read,2022/05/05,2022/09/20,2022/09/20,1.0,,,,,,,,5.0,,,,,No,2
Americanah,Chimamanda Ngozi Adichie,,9780008205225,paperback,to-read,2020/02/12,,,0.0,,,,,,,,,,,,,No,2
Sorrow and Starlight,"Susanne Valenti, Caroline Peckham",,9781914425592,paperback,to-read,2023/03/20,,,0.0,,,,,,,,,,,,,No,2
The Undertaking of Hart and Mercy,Megan Bannen,,9780356518657,digital,to-read,2022/08/31,,,0.0,,,,,,,,,,,,,No,2
Rooster and the Nightmouse,Carla Warren,Bradley Wilson,9798988543206,digital,read,2023/07/12,,,1.0,,,,,,,,5.0,,,,,No,2
The Princess Bride,William Goldman,,9780345418265,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
Nevernight,Jay Kristoff,,9781250073020,hardcover,to-read,2023/08/30,,,0.0,,,,,,,,,,,,,No,2
A Novel Arrangement,Arden Powell,,9798378423040,paperback,to-read,2023/06/20,,,0.0,,,,,,,,,,,,,No,2
Good Inside: A Guide to Becoming the Parent You Want to Be,Becky Kennedy,,9780063159488,hardcover,read,2022/11/27,2023/06/01,2023/06/01,1.0,,,,,,,,4.0,,,,audio,No,2
"Will Grayson, Will Grayson","John Green, David Levithan",,9780525421580,hardcover,to-read,2022/08/18,,,0.0,,,,,,,,,,,,,No,2
Dragonfall,L.R. Lam,,9780756418410,hardcover,to-read,2023/05/16,,,0.0,,,,,,,,,,,,,No,2
The Namesake,Jhumpa Lahiri,,9780618485222,paperback,read,2012/10/20,2012/10/21,2012/10/21,1.0,,,,,,,,5.0,,,,our-book-club,No,2
The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,,9781473542266,digital,to-read,2020/02/21,,,0.0,,,,,,,,,,,,,No,2
Dark Matter,Blake Crouch,,9781101904220,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Sunrise on the Reaping,Suzanne Collins,,9781546171461,hardcover,read,2025/06/02,2025/06/06,2025/06/01-2025/06/06,1.0,,,,,,,,4.5,,,,,No,2
The Overdue Life of Amy Byler,Kelly Harms,,9781542042963,hardcover,read,2019/12/29,2020/01/27,2020/01/27,1.0,,,,,,,,4.0,,,,"kindle-unlimited, audio, 2020-popsugar-challenge",No,2
You Deserve Each Other,Sarah Hogle,,9780593085431,digital,to-read,2023/07/23,,,0.0,,,,,,,,,,,,,No,2
Every Summer After,Carley Fortune,,9780593438534,paperback,read,2024/07/01,2024/07/02,2024/07/01-2024/07/02,1.0,"emotional, funny, hopeful",medium,,,,,,4.5,,,,,No,2
The Golden Compass,Philip Pullman,,9780679879244,hardcover,read,2011/09/07,2011/11/29,2011/11/29,1.0,,,,,,,,3.0,,,,,No,2
The Reason I Married Him,Meghan Quinn,,9781959442158,digital,read,2025/03/13,2025/03/16,2025/03/12-2025/03/16,1.0,,,,,,,,3.75,,,,,No,2
The Day Death Stopped,Rebecca Thorne,,9781962597098,paperback,to-read,2023/10/10,,,0.0,,,,,,,,,,,,,No,2
Little Secrets,Jennifer Hillier,,9781250154248,digital,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
Honey & Spice,Bolu Babalola,,9780063141483,hardcover,to-read,2025/02/07,,,0.0,,,,,,,,,,,,,No,2
Between the World and Me,Ta-Nehisi Coates,Ta-Nehisi Coates (Narrator),9780451482211,audio,to-read,2019/01/21,,,0.0,,,,,,,,,,,,,No,2
The Mirrorwood,Deva Fagan,,9781534497146,hardcover,to-read,2022/01/05,,,0.0,,,,,,,,,,,,,No,2
The Butcher's Masquerade,Matt Dinniman,Jeff Hays (Narrator),B09ZJ84HC2,audio,read,2025/07/10,2025/08/02,2025/07/10-2025/08/02,1.0,,,,,,,,4.5,,,,,No,2
"To Sir Phillip, With Love",Julia Quinn,,9780062424112,digital,read,2024/06/19,2024/07/05,2024/06/19-2024/07/05,1.0,"emotional, hopeful",medium,,,,,,3.0,,,,,No,2
Don't Let Her Stay,Nicola Sanders,,B0BSCQ3ZX7,digital,to-read,2023/06/14,,,0.0,,,,,,,,,,,,,No,2
White Sand Omnibus,"Fritz Casas, Brandon Sanderson, Julius Gopez, Rik Hoskin, Julius Ohta",,B0C51J2YKH,digital,paused,2025/01/20,,,0.0,,,,,,,,,,,,,No,2
In Other Lands,Sarah Rees Brennan,,9781618731203,hardcover,to-read,2022/07/25,,,0.0,,,,,,,,,,,,,No,2
Icebreaker,Hannah Grace,,9781915593009,paperback,read,2024/03/30,2024/04/17,2024/03/30-2024/04/17,1.0,"emotional, funny, hopeful, lighthearted",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,Yes,2
The Silver Linings Playbook,Matthew Quick,,9780374533571,paperback,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Other Birds,Sarah Addison Allen,,9781250019868,hardcover,to-read,2023/06/25,,,0.0,,,,,,,,,,,,,No,2
Loathe to Love You,Ali Hazelwood,,9780593437803,paperback,read,2024/06/20,2024/06/27,2024/06/20-2024/06/27,1.0,"emotional, funny, relaxing",medium,,,,,,3.5,,,,,No,2
"Deep as the Sky, Red as the Sea",Rita Chang-Eppig,,9781639730377,hardcover,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,KC Davis,,9781668002841,hardcover,to-read,2023/02/13,,,0.0,,,,,,,,,,,,,No,2
